  [fresh-data] disk cache bypassed; all QB data will be re-fetched on this run (use --allow-stale-cache to override)

==================================================================
  Inventory Forecaster — Pets+People
==================================================================
  Manual projection columns: 05_03_W1 → 10_25_W26

[1/4] Pulling projections from Quickbase ...
      1513 records retrieved

[2/4] Pulling master pack + Season from Styles ...
      1510 master pack records loaded (150 with Season tag)

[2.5] Pulling Amazon catalog POS for 1513 mstyles ...
      1352 mstyles with POS data loaded
      viewer_pos_cache.json refreshed (1352 mstyles)

[2.6] Pulling Amazon Catalog US (F38 signals) for 1513 mstyles ...
      1352 mstyles with Amazon Catalog US signals loaded

[2.8] VP-Q4 forward-PO zero: fetching confirmed open POs in forward 26w window for 1513 keys ...
      [vp-q4] BULK fetch: running QB report #27 on table bp8r4dejr (replaces per-account loop) ...
      [vp-q4] 9,696 rows in 2.8s (1 API call vs ~1 per-account calls)
      [vp-q4] cached → open_pos_report.json (reused for 0h)
      [vp-q4] bucketed 1,902 in-scope rows across 350 keys (skipped: 7,013 out-of-scope · 0 zero-qty · 0 no-date · 781 outside-26w)
      350 keys have confirmed forward POs (total open qty: 137,417 units)

[3/4] Running forecasts ...
      Mstyle-family index: 1232 mstyles with active siblings
      Customer-baseline  : 1 customers  (global median wk-rate: 21.2)
      1513 forecasts complete in 1.1s
      Croston's: 420  Heuristic: 91  Inactive: 366  Inactive (zero order history): 14  Inactive+Floor: 1  Inactive+Floor (R3): 2  Reactivating: 7  Seasonal Baseline: 324  Sparse Intermittent: 288  Bi-weekly enforced: 0  Alerts (>5%): 1113
      Saved → forecast_results.json
      Open viewer: python scripts/viewer.py --results forecast_results.json

[DRY RUN] Skipping write-back.

==================================================================
  COMPLETE  |  1513 records  |  Total 26w demand: 4,249,349
  1864-FF18958                      +100.0%  Sparse Intermittent                0       6,830
  1864-FF18959AU                    +100.0%  Inactive                      0          39
  1864-FF18959PCS24                 +100.0%  Croston's                     0         260
  1864-FF19341N                      +54.1%  Croston's                   840         545
  1864-FF19341PCS6                   +80.4%  Seasonal Baseline               56         286
  1864-FF19534/24                   +100.0%  Inactive                      0         160
  1864-FF19546PCS6                  +100.0%  Inactive                      0         128
  1864-FF20206EC                     +35.6%  Croston's                 9,102      14,125
  1864-FF20206PCS2                   +99.2%  Croston's                     9       1,130
  1864-FF20206PCS6                   +74.6%  Croston's                    33         130
  1864-FF20207                       +62.2%  Croston's                   984       2,600
  1864-FF20208AU                    +100.0%  Inactive                      0          39
  1864-FF20208PCS3                   +31.1%  Seasonal Baseline            4,624       6,710
  1864-FF20209                       +52.1%  Sparse Intermittent            2,232       4,660
  1864-FF20209PCS6                   +94.2%  Sparse Intermittent               12         208
  1864-FF20210EC                     +80.0%  Croston's                   474       2,370
  1864-FF20210PCS2                   +73.8%  Sparse Intermittent              102         390
  1864-FF20210PCS6                   +67.3%  Croston's                    17          52
  1864-FF20868                       +29.9%  Seasonal Baseline            2,136       3,045
  1864-FF22031                        +9.9%  Seasonal Baseline           51,600      57,275
  1864-FF22031PCS12                  +46.2%  Croston's                   210         390
  1864-FF22070                       +50.2%  Seasonal Baseline            2,304       1,534
  1864-FF22071                       +56.9%  Seasonal Baseline              528       1,225
  1864-FF22187                       +18.5%  Seasonal Baseline            4,656       3,930
  1864-FF22187PCS3                  +100.0%  Inactive                      0          32
  1864-FF22317                       +65.3%  Seasonal Baseline            1,536       4,425
  1864-FF22317PCS2                    +8.1%  Seasonal Baseline              876         810
  1864-FF22318                      +100.0%  Inactive (zero order history)                0         655
  1864-FF22323                       +30.3%  Seasonal Baseline              576         442
  1864-FF23346                       +69.6%  Seasonal Baseline              300         988
  1864-FF23348                       +75.4%  Sparse Intermittent               96         390
  1864-FF23348PCS2                   +79.6%  Sparse Intermittent               48         235
  1864-FF25556                      +100.0%  Sparse Intermittent              936         468
  1864-FF25667                      +110.5%  Seasonal Baseline            1,368         650
  1864-FF25670                      +100.0%  Inactive                      0         242
  1864-FF25688                      +433.3%  Croston's                 1,248         234
  1864-FF25689                       +91.7%  Croston's                   168       2,036
  1864-FF25895                       +72.1%  Croston's                16,608      59,500
  1864-FF26536                       +38.5%  Sparse Intermittent              144         104
  1864-FF26577                       +88.5%  Sparse Intermittent               24         208
  1864-FF26777                       +77.2%  Croston's                   420       1,846
  1864-FF27258                       +65.8%  Croston's                 1,140       3,335
  1864-FF27259                       +84.0%  Croston's                 4,002       2,175
  1864-FF27260                       +30.7%  Croston's                   366         280
  1864-FF27261                       +18.4%  Seasonal Baseline            1,578       1,935
  1864-FF27263                      +100.0%  Croston's                     0       1,375
  1864-FF27264                      +100.0%  Croston's                     0         525
  1864-FF27266                       +50.9%  Croston's                 2,472       5,030
  1864-FF27268                       +90.7%  Croston's                   120       1,295
  1864-FF27332                       +58.2%  Seasonal Baseline            1,440         910
  1864-FF27687                      +126.0%  Seasonal Baseline              999         442
  1864-FF27687PCS3                  +100.0%  Inactive                      0         128
  1864-FF27997                       +53.3%  Heuristic                 3,502       2,285
  1864-FF27997PX2                    +72.1%  Sparse Intermittent               56         201
  1864-FF28036N                     +100.0%  Sparse Intermittent                0          50
  1864-FF28036PCS2                   +99.4%  Croston's                     6         990
  1864-FF28036PCS6                   +76.9%  Heuristic                    30         130
  1864-FF28039AU                    +100.0%  Inactive                      0          65
  1864-FF28400                       +56.9%  Croston's                   168         390
  1864-FF28402                       +51.4%  Croston's                 2,688       1,775
  1864-FF28411                      +257.7%  Seasonal Baseline              744         208
  1864-FF28429                      +100.0%  Croston's                     0         780
  1864-FF28457                       +76.3%  Sparse Intermittent              852       3,595
  1864-FF28457N                      +83.1%  Croston's                   408       2,415
  1864-FF28457PCS2                   +68.5%  Croston's                   276         875
  1864-FF28457PX6                   +100.0%  Heuristic                     0         440
  1864-FF28459                       +45.5%  Sparse Intermittent            3,552       6,520
  1864-FF28459N                      +45.4%  Croston's                 1,032         710
  1864-FF28459PCS2                   +22.9%  Croston's                   324         420
  1864-FF28459PX6                   +100.0%  Heuristic                     0         390
  1864-FF28547                       +85.4%  Croston's                   312       2,132
  1864-FF29045                      +100.0%  Inactive                      0         128
  1864-FF29046                       +72.7%  Sparse Intermittent               48         176
  1864-FF29220                       +74.5%  Croston's                 3,134      12,285
  1864-FF29220PCS2                   +69.9%  Seasonal Baseline              319       1,060
  1864-FF29319                       +50.9%  Seasonal Baseline            4,134       2,740
  1864-FF29833                       +13.6%  Seasonal Baseline            2,736       3,165
  1864-FF29833PX6                   +100.0%  Sparse Intermittent                0         104
  1864-FF29834                       +68.6%  Croston's                 1,632       5,200
  1864-FF29834PCS6                   +75.6%  Croston's                    38         156
  1864-FF30114                       +65.4%  Croston's                   372       1,075
  1864-FF30361                       +14.7%  Heuristic                   624         544
  1864-FF30363                      +100.0%  Croston's                     0         745
  1864-FF30364                       +57.3%  Croston's                   600       1,404
  1864-FF30426                       +75.5%  Croston's                 2,484      10,135
  1864-FF30746                       +83.3%  Croston's                   360       2,158
  1864-FF30748PS                    +100.0%  Croston's                     0         650
  1864-FF30749                       +64.8%  Croston's                 3,120       8,875
  1864-FF30755                       +93.9%  Seasonal Baseline           37,668      19,430
  1864-FF30755PCS6                   +48.6%  Croston's                 1,260       2,450
  1864-FF30757                       +65.1%  Croston's                 3,072       8,810
  1864-FF30758                       +65.4%  Sparse Intermittent               72         208
  1864-FF30758PCS3                  +100.0%  Croston's                     0         440
  1864-FF30759                       +25.6%  Croston's                 5,280       7,095
  1864-FF30760                       +11.3%  Sparse Intermittent              336         379
  1864-FF30784                      +100.0%  Croston's                     0         104
  1864-FF30879                       +69.9%  Sparse Intermittent              972       3,225
  1864-FF30879N                     +100.0%  Sparse Intermittent                0          50
  1864-FF30879PCS2                   +55.0%  Croston's                   144         320
  1864-FF30879PX6                    +83.7%  Heuristic                    34         208
  1864-FF30880                       +43.2%  Seasonal Baseline            3,888       6,845
  1864-FF30880PX6                   +100.0%  Heuristic                     0         260
  1864-FF31032                       +17.5%  Seasonal Baseline            2,232       1,900
  1864-FF31061                       +81.8%  Seasonal Baseline              180         990
  1864-FF31062                       +94.5%  Croston's                   558      10,195
  1864-FF31063                       +37.3%  Croston's                 3,912       2,850
  1864-FF31063PCS6                   +50.0%  Sparse Intermittent               24          16
  1864-FF31064N                     +100.0%  Sparse Intermittent                0          50
  1864-FF31064PCS2                  +100.0%  Inactive                      0         260
  1864-FF31064PCS6                   +88.5%  Sparse Intermittent               24         208
  1864-FF31068                      +100.0%  Seasonal Baseline                0      15,580
  1864-FF31068PCS6                  +875.0%  Croston's                   156          16
  1864-FF31075                      +109.7%  Seasonal Baseline           19,788       9,435
  1864-FF31076                       +20.3%  Seasonal Baseline            5,460       4,540
  1864-FF31183                       +61.8%  Croston's                   168         440
  1864-FF31184                       +41.6%  Croston's                   222         380
  1864-FF31186                       +38.5%  Seasonal Baseline              540         390
  1864-FF31198N                     +100.0%  Sparse Intermittent                0          50
  1864-FF31198PCS2                  +100.0%  Sparse Intermittent                0         315
  1864-FF31287PCS8                   +84.6%  Sparse Intermittent               96          52
  1864-FF31289                       +13.9%  Seasonal Baseline           10,206      11,850
  1864-FF31289PCS6                   +62.8%  Croston's                    29          78
  1864-FF31293                       +72.9%  Croston's                   190         700
  1864-FF31293PCS2                  +100.0%  Inactive                      0          70
  1864-FF31295                       +12.7%  Heuristic                 1,026       1,175
  1864-FF31295PCS6                  +100.0%  Inactive                      0          70
  1864-FF31324                      +445.8%  Croston's                 1,632         299
  1864-FF31324AU                    +100.0%  Inactive                      0         221
  1864-FF31324PCS6                   +84.3%  Croston's                    37         235
  1864-FF31325                       +13.3%  Croston's                 9,828      11,335
  1864-FF31325PCS3                   +60.6%  Croston's                   628       1,595
  1864-FF31326                      +120.6%  Seasonal Baseline           21,030       9,535
  1864-FF31327                       +41.0%  Seasonal Baseline            7,260      12,300
  1864-FF31452                       +13.3%  Sparse Intermittent              360         415
  1864-FF31453                      +100.0%  Heuristic                     0         400
  1864-FF31454                       +20.0%  Croston's                   504         630
  1864-FF31455                      +100.0%  Inactive                      0         480
  1864-FF31456                      +100.0%  Inactive                      0         130
  1864-FF31456PCS2                  +100.0%  Heuristic                     0         160
  1864-FF31480                       +48.6%  Seasonal Baseline            1,284       2,497
  1864-FF31481                       +20.1%  Seasonal Baseline            2,388       2,990
  1864-FF31605                       +18.5%  Seasonal Baseline            2,688       3,300
  1864-FF31605PCS12                 +100.0%  Croston's                     0          26
  1864-FF31606                       +86.5%  Croston's                   204       1,508
  1864-FF31606PCS12                  +88.5%  Sparse Intermittent                3          26
  1864-FF31607                       +60.1%  Seasonal Baseline              684       1,716
  1864-FF31608                       +52.9%  Sparse Intermittent            1,260       2,678
  1864-FF31608PCS12                  +76.9%  Sparse Intermittent                6          26
  1864-FF32148                       +18.6%  Seasonal Baseline            4,764       5,855
  1864-FF32149                        +7.0%  Seasonal Baseline            2,496       2,685
  1864-FF32363                       +59.1%  Croston's                 3,740       9,140
  1864-FF32364                       +54.8%  Seasonal Baseline            1,210       2,675
  1864-FF32365                       +57.3%  Croston's                 1,220       2,860
  1864-FF32652                       +20.0%  Croston's                   312         390
  1864-FF32653                       +10.8%  Sparse Intermittent              288         260
  1864-FF32654                       +72.3%  Sparse Intermittent               72         260
  1864-FF32655                       +44.3%  Croston's                   312         560
  1864-FF32656                       +42.4%  Sparse Intermittent              288         500
  1864-FF32657                       +10.9%  Croston's                   312         350
  1864-FF32824                        +8.1%  Seasonal Baseline            4,944       4,575
  1864-FF32826                       +60.4%  Heuristic                   360         910
  1864-FF32826PCS2                   +56.6%  Croston's                   102         235
  1864-FF32840                       +49.3%  Seasonal Baseline            6,420       4,300
  1864-FF32840PCS4                   +62.7%  Croston's                    41         110
  1864-FF33135                       +22.4%  Seasonal Baseline            5,502       4,495
  1864-FF33135AU                    +100.0%  Inactive                      0         260
  1864-FF33137                       +27.7%  Seasonal Baseline            2,436       3,370
  1864-FF33137AU                    +100.0%  Inactive                      0         156
  1864-FF33139                       +23.8%  Seasonal Baseline            3,090       4,055
  1864-FF33139AU                    +100.0%  Inactive                      0         104
  1864-FF33413                       +33.8%  Croston's                 3,240       4,895
  1864-FF33449                      +159.1%  Croston's                 5,868       2,265
  1864-FF33495                       +55.6%  Croston's                 1,968       4,430
  1864-FF33541                      +113.3%  Sparse Intermittent              384         180
  1864-FF33542                       +19.5%  Croston's                   624         775
  1864-FF33543                       +36.0%  Croston's                   816       1,275
  1864-FF33545                       +44.8%  Croston's                   480         870
  1864-FF33546                      +520.0%  Seasonal Baseline            1,116         180
  1864-FF33555                      +407.7%  Seasonal Baseline            1,320         260
  1864-FF33559                        +7.7%  Croston's                   240         260
  1864-FF33567                       +92.6%  Sparse Intermittent               48         650
  1864-FF33567PCS2                  +100.0%  Inactive                      0         215
  1864-FF33568                      +188.7%  Croston's                   996         345
  1864-FF33568PCS2                   +89.8%  Sparse Intermittent               24         235
  1864-FF33569                       +44.3%  Heuristic                   312         560
  1864-FF33571                      +100.0%  Inactive                      0         250
  1864-FF33573                       +76.9%  Croston's                    60         260
  1864-FF33637                       +88.5%  Croston's                   156       1,360
  1864-FF33638                       +79.2%  Croston's                    54         260
  1864-FF33641                      +149.0%  Croston's                   498         200
  1864-FF33867                       +75.2%  Heuristic                 1,200       4,845
  1864-FF33868                      +270.5%  Sparse Intermittent            1,056         285
  1864-FF33871                       +73.6%  Croston's                   240         910
  1864-FF33872                       +65.6%  Seasonal Baseline            2,712       7,875
  1864-FF33876                       +84.9%  Seasonal Baseline              348       2,310
  1864-FF33877                       +16.6%  Croston's                 4,506       3,865
  1864-FF34096                      +100.0%  Inactive                      0         190
  1864-FF34408                      +100.0%  Inactive                      0         190
  1864-FF34413                      +100.0%  Inactive                      0         190
  1864-FF34428                      +100.0%  Croston's                     0         500
  1864-FF34430                       +57.8%  Seasonal Baseline            2,280       5,400
  1864-FF34466                      +100.0%  Inactive (zero order history)                0       1,744
  1864-FF34468                      +100.0%  Inactive                      0         420
  1864-FF34709                       +69.4%  Croston's                    72         235
  1864-FF34942                       +77.0%  Sparse Intermittent               54         235
  1864-FF34974                       +13.6%  Croston's                 1,494       1,315
  1864-FF35147                      +586.3%  Seasonal Baseline           32,016       4,665
  1864-FF35344                      +260.0%  Heuristic                   648         180
  1864-FF35359                       +88.5%  Croston's                   540       4,680
  1864-FF35397                      +100.0%  Inactive                      0         190
  1864-FF35623                      +140.0%  Heuristic                   456         190
  1864-FF35624                       +87.4%  Heuristic                    24         190
  1864-FF35632                       +81.5%  Croston's                    48         260
  1864-FF35849                      +100.0%  Inactive                      0         190
  1864-FF36211                      +100.0%  Croston's                     0         260
  1864-FF36212                      +176.9%  Sparse Intermittent              360         130
  1864-FF36213                      +100.0%  Sparse Intermittent                0         130
  1864-FF36214                       +69.7%  Sparse Intermittent              280         925
  1864-FF36249                       +55.1%  Croston's                 1,224       2,725
  1864-FF36250                       +74.1%  Croston's                 1,266       4,895
  1864-FF36251                       +23.3%  Croston's                 2,232       2,910
  1864-FF36291                       +11.4%  Heuristic                   624         560
  1864-FF36294                       +22.6%  Croston's                   288         235
  1864-FF36295                       +79.6%  Croston's                    48         235
  1864-FF36356                       +62.1%  Heuristic                    72         190
  1864-FF36560                      +370.8%  Croston's                 1,224         260
  1864-FF36663                      +100.0%  Heuristic                     0         560
  1864-FF37258                       +38.1%  Seasonal Baseline            3,336       2,415
  1864-FF37259                        +9.1%  Seasonal Baseline            2,328       2,560
  1864-FF37636                        +6.4%  Croston's                 3,426       3,660
  1864-FF37637                       +23.4%  Seasonal Baseline            2,598       2,105
  1864-FF37638                       +31.4%  Croston's                   624         475
  1864-FF37778                       +61.1%  Seasonal Baseline            2,364       6,070
  1864-FF37779                       +15.4%  Seasonal Baseline            9,102      10,755
  1864-FF37780                        +8.7%  Croston's                 3,324       3,640
  1864-FF37818                        +5.1%  Seasonal Baseline            1,560       1,485
  1864-FF37819                       +10.8%  Sparse Intermittent              144         130
  1864-FF37822                       +43.8%  Croston's                   132         235
  1864-FF38327                       +76.9%  Sparse Intermittent               60         260
  1864-FF38331                      +100.0%  Sparse Intermittent                0         175
  1864-FF38368                      +100.0%  Sparse Intermittent                0          50
  1864-FF38488                       +37.9%  Croston's                 1,248         905
  1864-FF38676                       +37.1%  Sparse Intermittent              864         630
  1864-FF4517AU                     +100.0%  Inactive                      0         888
  1864-FF4537AU                     +100.0%  Inactive                      0         143
  1864-FF4577                       +100.0%  Inactive                      0       2,400
  1864-FF4577PCS2                   +115.4%  Croston's                 1,680         780
  1864-FF4577PCS24                  +100.0%  Croston's                     0          16
  1864-FF4771AMZ                     +27.2%  Sparse Intermittent            6,792       9,335
  1864-FF4771AMZ2                    +24.7%  Sparse Intermittent            1,284       1,030
  1864-FF4771PCS3                    +43.1%  Croston's                    74         130
  1864-FF4771PCS6                    +23.1%  Croston's                    20          26
  1864-FF4775PCS2                    +24.2%  Sparse Intermittent            2,763       3,645
  1864-FF4775PCS6                    +15.0%  Heuristic                   136         160
  1864-FF4776AMZ                     +17.9%  Croston's                14,862      18,095
  1864-FF4776AMZ2                     +9.7%  Sparse Intermittent              987         900
  1864-FF4849AMZ                     +31.0%  Croston's                 3,906       5,660
  1864-FF4849CP6                    +100.0%  Croston's                     0          96
  1864-FF4849PCS2                   +172.9%  Heuristic                 1,965         720
  1864-FF4849PX2                    +100.0%  Inactive                      0         225
  1864-FF4849PX6                    +100.0%  Inactive                      0         216
  1864-FF4923AMZ                    +100.0%  Inactive                      0         360
  1864-FF4923AMZ2                    +86.2%  Sparse Intermittent               36         260
  1864-FF4930AMZ                    +203.9%  Sparse Intermittent            6,336       2,085
  1864-FF4930AMZ2                    +96.1%  Seasonal Baseline               45       1,150
  1864-FF4930PCS6                    +64.3%  Seasonal Baseline              299         182
  1864-FF4933AMZ                    +100.0%  Inactive                      0       4,030
  1864-FF4933AU                     +100.0%  Inactive                      0          26
  1864-FF4933PCS2                    +44.9%  Seasonal Baseline              504         914
  1864-FF4933PCS24                   +81.2%  Heuristic                     3          16
  1864-FF4934AMZ                    +184.6%  Sparse Intermittent           21,600       7,590
  1864-FF4934AMZ2                   +550.6%  Croston's                12,492       1,920
  1864-FF4934PCS24                  +100.0%  Croston's                     0          26
  1864-FF4935PCS2                   +129.5%  Croston's                 2,616       1,140
  1864-FF4935PCS24                   +87.5%  Sparse Intermittent                2          16
  1864-FF4935PX2                    +100.0%  Inactive                      0       1,870
  1864-FF4936AMZ                     +19.3%  Sparse Intermittent            8,256       6,920
  1864-FF4936PCS2                    +53.9%  Seasonal Baseline              660       1,432
  1864-FF4936PCS24                   +62.5%  Sparse Intermittent                6          16
  1864-FF5715AMZ2                    +48.7%  Sparse Intermittent            4,104       8,000
  1864-FF5716                        +45.0%  Heuristic                 4,176       2,880
  1864-FF5716PCS72                    +9.4%  Heuristic                    29          32
  1864-FF5766AMZ                     +21.3%  Croston's                30,810      39,160
  1864-FF5766AMZ2                    +43.9%  Sparse Intermittent              816       1,455
  1864-FF5766PCS6                    +88.9%  Seasonal Baseline               26         235
  1864-FF5769AMZ                     +42.8%  Seasonal Baseline            9,438      16,500
  1864-FF5769AMZ2                    +18.4%  Seasonal Baseline              585         494
  1864-FF5769PCS6                    +79.5%  Sparse Intermittent               16          78
  1864-FF5772                        +96.2%  Sparse Intermittent               18         480
  1864-FF5772PCS6                    +76.9%  Sparse Intermittent                6          26
  1864-FF5773                        +17.9%  Seasonal Baseline           11,640      14,175
  1864-FF5773PCS6                   +151.3%  Seasonal Baseline              196          78
  1864-FF5776PCS2                   +111.9%  Seasonal Baseline              534         252
  1864-FF5777AMZ                     +16.2%  Croston's                10,788      12,870
  1864-FF5777PCS2                    +97.7%  Croston's                     3         130
  1864-FF5777PCS6                    +99.0%  Sparse Intermittent                2         208
  1864-FF5780PCS6                    +27.3%  Seasonal Baseline              364         286
  1864-FF5807AMZ2                    +63.8%  Sparse Intermittent            3,513       2,145
  1864-FF5807AMZN                   +577.8%  Croston's                 5,592         825
  1864-FF5952EC                      +85.7%  Heuristic                 1,584      11,100
  1864-FF5952PCS2                    +14.7%  Seasonal Baseline           18,192      15,865
  1864-FF5952PCS24                   +64.4%  Sparse Intermittent               37         104
  1864-FF6305                        +14.7%  Croston's                12,576      14,750
  1864-FF6305AU                     +100.0%  Inactive                      0         186
  1864-FF6305PCS2                    +42.4%  Sparse Intermittent            1,560       2,710
  1864-FF6305PCS24                   +94.2%  Croston's                     3          52
  1864-FF6553AMZ                     +25.4%  Croston's                10,302      13,815
  1864-FF6553PCS2                    +85.4%  Croston's                    57         390
  1864-FF6554                        +54.8%  Sparse Intermittent              696       1,539
  1864-FF6554PX2                     +40.0%  Croston's                   156         260
  1864-FF6634                        +53.9%  Heuristic                   576       1,250
  1864-FF6634PCS6                    +62.5%  Croston's                    26          16
  1864-FF6636AMZ                     +11.7%  Croston's                 1,236       1,400
  1864-FF6639                        +74.6%  Croston's                   132         520
  1864-FF6639PCS2                    +48.9%  Sparse Intermittent              120         235
  1864-FF6989PCS2                    +98.1%  Croston's                    24       1,260
  1864-FF6989PCS48                   +50.0%  Croston's                    26          52
  1864-FF7110                       +100.0%  Heuristic                     0       2,320
  1864-FF7110AU                     +100.0%  Inactive                      0          78
  1864-FF7110PX2                     +61.5%  Heuristic                   150         390
  1864-FF7112                        +10.4%  Croston's                16,194      18,075
  1864-FF7112AMZ2                   +100.0%  Croston's                     0         235
  1864-FF7112PCS2                    +58.6%  Sparse Intermittent              516       1,245
  1864-FF7112PCS6                    +70.2%  Seasonal Baseline               62         208
  1864-FF7115                        +58.4%  Croston's                 5,694      13,675
  1864-FF7115PCS6                    +42.3%  Seasonal Baseline              111          78
  1864-FF7118                       +100.0%  Inactive (zero order history)                0       1,680
  1864-FF7118PX2                     +65.1%  Croston's                   276         790
  1864-FF7120AMZ2                     +6.1%  Croston's                   366         345
  1864-FF7120EC                      +75.3%  Seasonal Baseline           14,370      58,075
  1864-FF7120PCS2                   +132.1%  Seasonal Baseline            2,112         910
  1864-FF7120PX6                     +77.7%  Heuristic                    29         130
  1864-FF7210                        +55.2%  Seasonal Baseline            4,140       9,250
  1864-FF7215                        +33.3%  Seasonal Baseline            5,208       7,805
  1864-FF7216                        +23.5%  Seasonal Baseline            8,880      11,610
  1864-FF7217                        +54.7%  Seasonal Baseline            3,960       8,744
  1864-FF7217AU                     +100.0%  Inactive                      0          26
  1864-FF7218                        +79.3%  Seasonal Baseline              948       4,590
  1864-FF7221                        +11.0%  Croston's                12,504      14,045
  1864-FF7228                        +11.6%  Seasonal Baseline           12,132      10,870
  1864-FF7258AMZ                     +20.5%  Seasonal Baseline           55,554      69,900
  1864-FF7258PCS2                    +57.8%  Croston's                 2,397       5,680
  1864-FF7258PCS6                    +33.7%  Seasonal Baseline              139         104
  1864-FF7260AMZ                     +36.5%  Croston's                   330         520
  1864-FF7260AMZ2                    +66.7%  Croston's                    78         234
  1864-FF7261PCS2N                  +100.0%  Sparse Intermittent                0          50
  1864-FF7261PCS6                   +100.0%  Croston's                     0          52
  1864-FF7263AMZN                    +86.9%  Sparse Intermittent              204       1,555
  1864-FF7263PCS2                    +82.1%  Sparse Intermittent              216       1,210
  1864-FF7266AMZ                     +53.4%  Sparse Intermittent            2,754       5,915
  1864-FF7266CP6                     +86.1%  Croston's                    29         208
  1864-FF7266PCS2                   +100.0%  Inactive (zero order history)                0         160
  1864-FF7266PCS6                    +80.0%  Croston's                    26         130
  1864-FF7267AMZ2                    +28.3%  Heuristic                 1,071         835
  1864-FF7267AMZN                   +524.0%  Sparse Intermittent              312          50
  1864-FF7267CP6N                    +20.0%  Sparse Intermittent               60          50
  1864-FF7297AMZ                     +73.0%  Sparse Intermittent            9,108      33,675
  1864-FF7297AMZ2                    +48.5%  Sparse Intermittent            2,868       5,565
  1864-FF7297AMZN                  +1160.0%  Heuristic                   630          50
  1864-FF7372                        +55.7%  Seasonal Baseline           13,812      31,160
  1864-FF7372PCS6                    +85.4%  Croston's                    19         130
  1864-FF7488                        +50.5%  Sparse Intermittent            3,708       7,495
  1864-FF7488CP6                     +12.7%  Heuristic                   966       1,106
  1864-FF7488PX2                     +36.8%  Seasonal Baseline              477         755
  1864-FF7488PX3                     +80.0%  Heuristic                    52         260
  1864-FF7531                       +100.0%  Inactive                      0         390
  1864-FF7531PCS3                    +89.8%  Croston's                    24         235
  1864-FF7540                       +100.0%  Croston's                     0         494
  1864-FF7541                       +100.0%  Croston's                     0         494
  1864-FF7543                        +63.6%  Croston's                   180         494
  1864-FF7549                       +100.0%  Croston's                     0         208
  1864-FF7612                        +42.6%  Croston's                 7,632      13,290
  1864-FF7612PCS24                   +96.2%  Sparse Intermittent                8         208
  1864-FF7613                        +66.3%  Croston's                 4,680      13,895
  1864-FF7618                        +36.4%  Croston's                27,540      20,195
  1864-FF7618PX60                   +134.6%  Heuristic                    61          26
  1864-FF7619                        +35.4%  Sparse Intermittent           12,840       9,485
  1864-FF7619PCS2                    +21.9%  Croston's                 2,430       3,110
  1864-FF7619PCS60                   +76.9%  Sparse Intermittent                6          26
  1864-FF7639                        +94.0%  Croston's                    36         598
  1864-FF7716                        +66.2%  Seasonal Baseline              216         130
  1864-FF7717                        +63.1%  Seasonal Baseline              212         130
  1864-FF7942AU                     +100.0%  Inactive                      0         117
  1864-FF8256                       +100.0%  Inactive                      0         460
  1864-FF8258                       +100.0%  Inactive (zero order history)                0       1,320
  1864-FF8287PCS60                   +75.0%  Sparse Intermittent                4          16
  1864-FF8298                       +100.0%  Inactive (zero order history)                0       6,015
  1864-FF8298AMZ3                    +28.9%  Sparse Intermittent            1,194       1,680
  1864-FF8423                        +29.8%  Seasonal Baseline           33,732      48,080
  1864-FF8423AMZ3                    +33.1%  Croston's                 3,600       5,380
  1864-FF8423AMZ4                    +43.6%  Heuristic                 1,773       1,235
  1864-FF8423PCS36                   +98.8%  Sparse Intermittent                3         260
  1864-FF8424                        +61.0%  Sparse Intermittent            2,160       5,545
  1864-FF8424AMZ3                   +100.0%  Croston's                     0         440
  1864-FF8424AMZ4                    +68.8%  Croston's                    81         260
  1864-FF8424PCS36                   +62.5%  Sparse Intermittent                6          16
  1864-FF8425                        +22.0%  Sparse Intermittent            7,128       9,140
  1864-FF8425AMZ4                    +54.8%  Croston's                   504       1,116
  1864-FF8425PCS2                    +55.7%  Sparse Intermittent            1,998       4,515
  1864-FF8425PCS36                   +88.5%  Sparse Intermittent                6          52
  1864-FF8431                        +72.7%  Inactive+Floor (R3)              624       2,288
  1864-FF8433                       +100.0%  Inactive                      0       1,115
  1864-FF8433PCS2                    +28.5%  Croston's                   168         235
  1864-FF8608AU                     +100.0%  Inactive                      0         182
  1864-FF8649/24                     +10.9%  Seasonal Baseline           70,008      63,155
  1864-FF8649PCS24                  +100.0%  Croston's                     0          52
  1864-FF8649PCS48                   +25.7%  Croston's                    52          70
  1864-FF8651/8                      +43.6%  Seasonal Baseline            2,272       4,030
  1864-FF8651/8PCS2                 +100.0%  Inactive                      0          65
  1864-FF8651/8PCS8                 +100.0%  Inactive                      0         130
  1864-FF8651PCS2                     +7.2%  Croston's                   252         235
  1864-FF8651PCS8                   +100.0%  Inactive                      0          20
  1864-FF8652                        +28.0%  Croston's                 5,298       4,140
  1864-FF8652PCS6                    +93.8%  Croston's                    31          16
  1864-FF8653                        +19.2%  Seasonal Baseline           19,344      23,935
  1864-FF8653PCS4                    +27.2%  Croston's                   302         415
  1864-FF8653PX4                    +100.0%  Inactive                      0       1,040
  1864-FF8654                        +45.7%  Seasonal Baseline           47,280      87,000
  1864-FF8654PCS2                    +51.5%  Seasonal Baseline              756       1,560
  1864-FF8831N                      +332.0%  Sparse Intermittent              216          50
  1864-FF8831PCS12                   +92.8%  Sparse Intermittent               15         208
  1864-FF8831PCS3                    +77.9%  Croston's                    52         235
